Date,Temperature (C),Weather,Wind (km/h),Humidity (%),Barometer (mbar),Visibility (km)
Privacy-9-15 04:53,13,Passing clouds.,0,90,1018,16
Privacy-9-15 05:53,14,Low clouds.,0,90,1018,16
Privacy-9-15 06:53,14,Low clouds.,0,90,1018,16
Privacy-9-15 07:53,15,Overcast.,0,87,1018,16
Privacy-9-15 08:53,16,Overcast.,0,81,1018,16
Privacy-9-15 09:53,16,Overcast.,11,81,1019,16
Privacy-9-15 10:53,17,Scattered clouds.,7,75,1019,16
Privacy-9-15 11:53,18,Passing clouds.,15,70,1018,16
Privacy-9-15 12:53,19,Passing clouds.,19,66,1018,16
Privacy-9-15 13:53,21,Passing clouds.,20,61,1017,16
Privacy-9-15 14:53,20,Passing clouds.,22,63,1016,16
Privacy-9-15 15:53,20,Passing clouds.,28,65,1016,16
Privacy-9-15 16:53,18,Passing clouds.,24,70,1016,16
Privacy-9-15 17:53,18,Passing clouds.,17,75,1016,16
Privacy-9-15 18:53,17,Passing clouds.,20,80,1016,16
Privacy-9-15 19:53,16,Passing clouds.,15,83,1016,16
Privacy-9-15 20:53,15,Passing clouds.,17,84,1016,16
Privacy-9-15 21:53,14,Passing clouds.,19,84,1016,16
Privacy-9-15 22:53,14,Passing clouds.,22,90,1016,16
Privacy-9-15 23:53,14,Overcast.,13,87,1016,16
Privacy-9-16 00:53,14,Low clouds.,9,87,1016,16
Privacy-9-16 01:53,14,Low clouds.,11,87,1016,16
Privacy-9-16 02:53,14,Low clouds.,0,90,1016,16
Privacy-9-16 03:53,14,Low clouds.,9,87,1016,16
Privacy-9-16 04:53,14,Low clouds.,11,87,1016,16
Privacy-9-16 05:53,14,Low clouds.,9,87,1016,16
Privacy-9-16 06:04,14,Overcast.,7,87,1016,16
Privacy-9-16 06:53,14,Overcast.,7,87,1016,16
Privacy-9-16 07:53,14,Overcast.,6,87,1016,16
Privacy-9-16 08:53,14,Overcast.,0,84,1016,16
Privacy-9-16 09:53,15,Overcast.,6,81,1016,16
Privacy-9-16 10:53,16,Passing clouds.,11,75,1016,16
Privacy-9-16 11:53,17,Passing clouds.,7,75,1016,16
Privacy-9-16 12:53,19,Passing clouds.,9,61,1015,16
Privacy-9-16 13:53,22,Passing clouds.,17,55,1015,16
Privacy-9-16 14:53,21,Passing clouds.,20,59,1014,16
Privacy-9-16 15:53,22,Passing clouds.,20,57,1014,16
Privacy-9-16 16:53,21,Passing clouds.,22,61,1013,16
Privacy-9-16 17:53,20,Passing clouds.,20,65,1013,16
Privacy-9-16 18:53,18,Passing clouds.,17,75,1014,16
Privacy-9-16 19:53,17,Clear.,15,80,1014,16
Privacy-9-16 20:53,16,Clear.,15,83,1015,16
Privacy-9-16 21:53,14,Clear.,17,90,1015,16
Privacy-9-16 22:53,14,Passing clouds.,17,87,1016,16
Privacy-9-16 23:53,14,Passing clouds.,13,90,1016,16
Privacy-9-17 00:53,13,Passing clouds.,7,93,1015,16
Privacy-9-17 01:53,14,Passing clouds.,13,90,1015,14
Privacy-9-17 02:53,13,Passing clouds.,11,93,1015,16
Privacy-9-17 03:53,14,Low clouds.,7,90,1015,16
Privacy-9-17 04:53,14,Low clouds.,6,90,1015,16
Privacy-9-17 05:53,14,Low clouds.,0,93,1016,14
Privacy-9-17 06:53,14,Low clouds.,6,90,1016,13
Privacy-9-17 07:53,14,Low clouds.,0,90,1017,14
Privacy-9-17 08:53,15,Low clouds.,0,87,1017,14
Privacy-9-17 09:53,16,Fog.,7,86,1017,8
Privacy-9-17 10:53,17,Passing clouds.,7,80,1017,16
Privacy-9-17 11:53,18,Passing clouds.,13,75,1017,16
Privacy-9-17 12:53,21,Passing clouds.,13,63,1016,16
Privacy-9-17 13:53,23,Passing clouds.,17,52,1016,16
Privacy-9-17 14:53,25,Passing clouds.,19,48,1015,16
Privacy-9-17 15:53,23,Passing clouds.,20,53,1014,16
Privacy-9-17 16:53,22,Passing clouds.,24,59,1014,16
Privacy-9-17 17:53,20,Passing clouds.,22,68,1014,16
Privacy-9-17 18:53,18,Passing clouds.,19,76,1014,16
Privacy-9-17 19:53,17,Passing clouds.,11,75,1014,16
Privacy-9-17 20:53,17,Passing clouds.,9,80,1015,16
Privacy-9-17 21:53,16,Passing clouds.,13,86,1015,16
Privacy-9-17 22:53,15,Passing clouds.,6,90,1015,16
Privacy-9-17 23:53,16,Passing clouds.,0,86,1014,16
Privacy-9-18 00:53,15,Clear.,6,90,1014,16
Privacy-9-18 01:53,14,Clear.,0,90,1014,16
Privacy-9-18 02:53,15,Fog.,0,90,1014,16
Privacy-9-18 03:53,13,Fog.,0,96,1014,16
Privacy-9-18 04:53,13,Clear.,6,93,1014,16
Privacy-9-18 05:53,13,Fog.,0,93,1014,16
Privacy-9-18 06:53,12,Clear.,0,97,1014,16
Privacy-9-18 07:53,15,Sunny.,0,84,1015,16
Privacy-9-18 08:53,19,Sunny.,0,68,1015,16
Privacy-9-18 09:53,21,Sunny.,9,68,1016,16
Privacy-9-18 10:53,23,Sunny.,13,62,1015,16
Privacy-9-18 11:53,23,Sunny.,11,56,1015,16
Privacy-9-18 12:53,25,Sunny.,11,40,1015,16
Privacy-9-18 13:53,29,Sunny.,13,32,1014,16
Privacy-9-18 14:53,29,Sunny.,11,39,1013,16
Privacy-9-18 15:53,30,Sunny.,20,36,1013,16
Privacy-9-18 16:53,31,Sunny.,17,32,1012,16
Privacy-9-18 17:53,28,Sunny.,9,43,1012,16
Privacy-9-18 18:53,25,Sunny.,13,56,1012,16
Privacy-9-18 19:53,23,Clear.,11,71,1012,16
Privacy-9-18 20:53,21,Clear.,13,76,1012,16
Privacy-9-18 21:53,21,Clear.,11,79,1013,16
Privacy-9-18 22:53,19,Clear.,0,79,1013,16
Privacy-9-18 23:53,19,Clear.,0,81,1013,14
Privacy-9-19 00:53,19,Clear.,0,81,1013,16
Privacy-9-19 01:53,19,Clear.,11,84,1013,16
Privacy-9-19 02:53,18,Clear.,6,85,1012,16
Privacy-9-19 03:53,17,Clear.,0,87,1012,16
Privacy-9-19 04:53,17,Clear.,0,93,1013,16
Privacy-9-19 05:53,17,Clear.,6,86,1013,16
Privacy-9-19 06:53,18,Passing clouds.,0,81,1013,16
Privacy-9-19 07:53,17,Scattered clouds.,0,86,1013,16
Privacy-9-19 08:53,22,Scattered clouds.,0,68,1014,16
Privacy-9-19 09:53,23,Partly sunny.,9,69,1014,16
Privacy-9-19 10:53,25,Partly sunny.,11,58,1014,16
Privacy-9-19 11:53,27,Partly sunny.,9,42,1014,16
Privacy-9-19 12:53,29,Partly sunny.,15,36,1013,16
Privacy-9-19 13:53,31,Partly sunny.,15,38,1013,16
Privacy-9-19 14:53,32,Scattered clouds.,22,31,1012,16
Privacy-9-19 15:53,29,Scattered clouds.,24,36,1012,16
Privacy-9-19 16:53,26,Scattered clouds.,26,45,1012,16
Privacy-9-19 17:53,24,Scattered clouds.,13,58,1012,16
Privacy-9-19 18:53,23,Scattered clouds.,19,62,1012,16
Privacy-9-19 19:53,21,Passing clouds.,19,68,1012,16
Privacy-9-19 20:53,19,Passing clouds.,11,73,1014,16
Privacy-9-19 21:53,19,Passing clouds.,11,70,1014,16
Privacy-9-19 22:53,18,Passing clouds.,15,75,1014,16
Privacy-9-19 23:53,17,Passing clouds.,17,75,1014,16
Privacy-9-20 00:53,17,Passing clouds.,11,78,1015,16
Privacy-9-20 01:53,16,Passing clouds.,11,81,1015,16
Privacy-9-20 02:53,17,Passing clouds.,17,80,1015,16
Privacy-9-20 03:53,16,Passing clouds.,19,83,1015,16
Privacy-9-20 04:53,15,Passing clouds.,19,90,1015,16
Privacy-9-20 05:04,15,Passing clouds.,15,90,1015,16
Privacy-9-20 05:53,15,Passing clouds.,13,90,1015,16
Privacy-9-20 06:53,14,Passing clouds.,9,93,1015,16
Privacy-9-20 07:53,16,Scattered clouds.,11,90,1016,16
Privacy-9-20 08:53,18,Scattered clouds.,9,81,1016,16
Privacy-9-20 09:53,18,Scattered clouds.,15,76,1016,16
Privacy-9-20 10:53,19,Scattered clouds.,19,73,1016,16
Privacy-9-20 11:53,19,Scattered clouds.,24,71,1015,16
Privacy-9-20 12:53,21,Scattered clouds.,22,66,1015,16
Privacy-9-20 13:53,21,Scattered clouds.,15,61,1014,16
Privacy-9-20 14:53,22,Scattered clouds.,19,55,1013,16
Privacy-9-20 15:53,21,Scattered clouds.,19,57,1013,16
Privacy-9-20 16:53,20,Scattered clouds.,26,63,1012,16
Privacy-9-20 17:53,19,Scattered clouds.,26,70,1012,16
Privacy-9-20 18:53,17,Scattered clouds.,20,75,1012,16
Privacy-9-20 19:53,17,Passing clouds.,17,78,1013,16
Privacy-9-20 20:53,17,Passing clouds.,20,75,1013,16
Privacy-9-20 21:53,17,Passing clouds.,15,73,1013,16
Privacy-9-20 22:53,16,Passing clouds.,17,75,1013,16
Privacy-9-20 23:53,16,Passing clouds.,15,80,1013,16
Privacy-9-21 00:53,15,Passing clouds.,0,84,1013,16
Privacy-9-21 01:53,14,Passing clouds.,9,83,1013,16
Privacy-9-21 02:53,14,Passing clouds.,7,83,1013,16
Privacy-9-21 03:53,14,Passing clouds.,7,87,1013,16
Privacy-9-21 04:53,14,Passing clouds.,0,87,1013,16
Privacy-9-21 05:53,14,Passing clouds.,6,81,1013,16
Privacy-9-21 06:53,16,Passing clouds.,17,75,1014,16
Privacy-9-21 07:53,16,Partly sunny.,13,78,1014,16
Privacy-9-21 08:53,16,Broken clouds.,20,78,1014,16
Privacy-9-21 09:53,17,Broken clouds.,13,70,1015,16
Privacy-9-21 10:53,18,Broken clouds.,20,68,1015,16
Privacy-9-21 11:53,18,Broken clouds.,20,68,1015,16
Privacy-9-21 12:53,19,Passing clouds.,24,61,1015,16
Privacy-9-21 13:53,19,Passing clouds.,24,61,1015,16
Privacy-9-21 14:53,19,Passing clouds.,32,63,1014,16
Privacy-9-21 15:53,20,Scattered clouds.,28,59,1014,16
Privacy-9-21 16:53,20,Passing clouds.,30,57,1013,16
Privacy-9-21 17:53,19,Passing clouds.,37,57,1013,16
Privacy-9-21 18:53,18,Passing clouds.,30,65,1013,16
Privacy-9-21 19:53,17,Passing clouds.,35,65,1013,16
Privacy-9-21 20:53,16,Passing clouds.,37,72,1014,16
Privacy-9-21 21:53,16,Passing clouds.,32,75,1014,16
Privacy-9-21 22:53,16,Passing clouds.,32,75,1014,16
Privacy-9-21 23:53,16,Passing clouds.,32,75,1014,16
Privacy-9-22 00:53,15,Passing clouds.,35,78,1014,16
Privacy-9-22 01:53,14,Passing clouds.,43,81,1014,16
Privacy-9-22 02:53,14,Passing clouds.,41,81,1014,16
Privacy-9-22 03:53,14,Passing clouds.,41,81,1015,16
Privacy-9-22 04:53,14,Passing clouds.,35,83,1015,16
Privacy-9-22 05:53,14,Passing clouds.,28,81,1015,16
Privacy-9-22 06:53,14,Passing clouds.,17,75,1016,16
Privacy-9-22 07:53,15,Passing clouds.,19,69,1017,16
Privacy-9-22 08:53,17,Passing clouds.,17,60,1017,16
Privacy-9-22 09:53,18,Passing clouds.,17,52,1018,16
Privacy-9-22 10:53,19,Passing clouds.,19,47,1018,16
Privacy-9-22 11:53,19,Passing clouds.,20,53,1018,16
Privacy-9-22 12:53,21,Passing clouds.,19,49,1018,16
Privacy-9-22 13:53,21,Passing clouds.,22,57,1018,16
Privacy-9-22 14:53,21,Passing clouds.,30,55,1017,16
Privacy-9-22 15:53,21,Passing clouds.,28,53,1017,16
Privacy-9-22 16:53,21,Sunny.,28,55,1017,16
Privacy-9-22 17:53,19,Passing clouds.,24,61,1017,16
Privacy-9-22 18:53,18,Scattered clouds.,26,70,1017,16
Privacy-9-22 19:53,17,Passing clouds.,17,73,1017,16
Privacy-9-22 20:53,16,Passing clouds.,0,75,1018,16
Privacy-9-22 21:53,16,Passing clouds.,7,78,1018,16
Privacy-9-22 22:53,16,Passing clouds.,7,75,1018,16
Privacy-9-22 23:53,13,Clear.,0,87,1018,16
Privacy-9-23 00:53,16,Clear.,0,80,1018,16
Privacy-9-23 01:53,16,Clear.,15,83,1019,16
Privacy-9-23 02:53,16,Clear.,11,83,1019,16
Privacy-9-23 03:53,13,Clear.,0,90,1019,16
Privacy-9-23 04:53,12,Clear.,0,90,1019,16
Privacy-9-23 05:53,12,Clear.,6,90,1019,16
Privacy-9-23 06:53,11,Passing clouds.,6,89,1020,16
Privacy-9-23 07:53,13,Passing clouds.,6,90,1021,16
Privacy-9-23 08:53,17,Passing clouds.,0,75,1021,16
Privacy-9-23 09:53,17,Passing clouds.,11,73,1021,16
Privacy-9-23 10:53,18,Passing clouds.,11,70,1021,16
Privacy-9-23 12:00,19,Passing clouds.,11,63,1021,16
Privacy-9-23 12:53,21,Passing clouds.,13,51,1021,16
Privacy-9-23 13:53,22,Passing clouds.,24,53,1020,16
Privacy-9-23 14:53,23,Passing clouds.,28,46,1020,16
Privacy-9-23 15:53,22,Partly sunny.,28,48,1020,16
Privacy-9-23 16:53,21,Partly sunny.,20,53,1019,16
Privacy-9-23 17:53,21,Partly sunny.,19,53,1019,16
Privacy-9-23 18:53,19,Scattered clouds.,20,65,1019,16
Privacy-9-23 19:53,18,Passing clouds.,19,70,1020,16
Privacy-9-23 20:53,18,Passing clouds.,6,70,1020,16
Privacy-9-23 21:53,17,Passing clouds.,6,73,1020,16
Privacy-9-23 22:53,16,Passing clouds.,0,75,1020,16
Privacy-9-23 23:53,17,Passing clouds.,7,78,1020,16
Privacy-9-24 00:53,16,Passing clouds.,7,78,1020,16
Privacy-9-24 01:53,16,Clear.,7,81,1020,16
Privacy-9-24 02:53,16,Clear.,11,83,1020,16
Privacy-9-24 03:53,17,Clear.,13,81,1019,16
Privacy-9-24 04:53,14,Clear.,9,84,1019,16
Privacy-9-24 05:53,15,Clear.,0,87,1020,16
Privacy-9-24 06:53,13,Clear.,0,87,1020,16
Privacy-9-24 07:53,16,Sunny.,0,83,1020,16
Privacy-9-24 08:53,18,Sunny.,0,70,1020,16
Privacy-9-24 09:53,19,Sunny.,7,66,1020,16
Privacy-9-24 10:53,21,Sunny.,7,63,1020,16
Privacy-9-24 11:53,22,Sunny.,7,57,1020,16
Privacy-9-24 12:53,26,Sunny.,15,45,1020,16
Privacy-9-24 13:53,25,Sunny.,13,54,1019,16
Privacy-9-24 14:53,27,Sunny.,17,49,1018,16
Privacy-9-24 15:53,27,Sunny.,17,45,1018,16
Privacy-9-24 16:53,25,Sunny.,17,52,1017,16
Privacy-9-24 17:53,24,Sunny.,13,55,1017,16
Privacy-9-24 18:53,22,Sunny.,7,64,1017,16
Privacy-9-24 19:53,21,Clear.,6,68,1017,16
Privacy-9-24 20:53,19,Clear.,0,79,1018,16
Privacy-9-24 21:53,19,Clear.,6,81,1017,16
Privacy-9-24 22:53,19,Clear.,7,78,1017,16
Privacy-9-24 23:53,17,Clear.,0,84,1018,16
Privacy-9-25 00:53,17,Clear.,7,84,1018,16
Privacy-9-25 01:53,18,Clear.,0,73,1018,16
Privacy-9-25 02:53,15,Clear.,0,87,1017,16
Privacy-9-25 03:53,16,Clear.,6,83,1017,16
Privacy-9-25 04:53,15,Clear.,0,81,1017,16
Privacy-9-25 05:53,16,Clear.,0,81,1017,16
Privacy-9-25 06:53,14,Clear.,0,84,1017,16
Privacy-9-25 07:53,17,Sunny.,9,75,1017,16
Privacy-9-25 08:53,27,Sunny.,9,22,1017,16
Privacy-9-25 09:53,22,Sunny.,11,73,1018,16
Privacy-9-25 10:53,26,Sunny.,15,45,1018,16
Privacy-9-25 11:53,24,Sunny.,15,69,1017,16
Privacy-9-25 12:53,27,Sunny.,6,41,1017,16
Privacy-9-25 13:53,28,Sunny.,11,30,1016,16
Privacy-9-25 14:53,31,Sunny.,11,25,1016,16
Privacy-9-25 15:53,32,Passing clouds.,9,23,1015,16
Privacy-9-25 16:53,31,Passing clouds.,20,30,1015,16
Privacy-9-25 17:53,31,Passing clouds.,17,22,1014,16
Privacy-9-25 18:53,27,Sunny.,19,34,1014,16
Privacy-9-25 19:53,26,Clear.,6,30,1015,16
Privacy-9-25 20:53,24,Clear.,0,39,1015,16
Privacy-9-25 21:53,23,Clear.,11,44,1015,16
Privacy-9-25 22:53,20,Clear.,0,70,1015,16
Privacy-9-25 23:53,20,Clear.,6,70,1015,16
Privacy-9-26 00:53,19,Clear.,7,65,1015,16
Privacy-9-26 01:53,19,Clear.,7,57,1015,16
Privacy-9-26 02:53,18,Clear.,0,56,1014,16
Privacy-9-26 03:53,17,Clear.,0,60,1014,16
Privacy-9-26 04:53,17,Passing clouds.,6,60,1014,16
Privacy-9-26 05:53,16,Passing clouds.,0,67,1015,16
Privacy-9-26 06:53,16,Passing clouds.,0,69,1015,16
Privacy-9-26 07:53,17,Sunny.,7,63,1016,16
Privacy-9-26 08:53,23,Sunny.,6,41,1016,16
Privacy-9-26 09:53,24,Passing clouds.,6,40,1016,16
Privacy-9-26 10:53,26,Sunny.,13,38,1016,16
Privacy-9-26 11:53,28,Sunny.,15,34,1016,16
Privacy-9-26 12:53,30,Sunny.,17,29,1015,16
Privacy-9-26 13:53,32,Sunny.,19,26,1014,16
Privacy-9-26 14:53,35,Sunny.,15,19,1014,16
Privacy-9-26 15:53,34,Passing clouds.,17,19,1013,16
Privacy-9-26 16:53,32,Passing clouds.,20,24,1013,16
Privacy-9-26 17:53,31,Passing clouds.,20,26,1013,16
Privacy-9-26 18:53,28,Passing clouds.,19,29,1013,16
Privacy-9-26 19:53,26,Passing clouds.,7,35,1013,16
Privacy-9-26 20:53,24,Clear.,7,40,1013,16
Privacy-9-26 21:53,23,Clear.,0,53,1013,16
Privacy-9-26 22:53,21,Clear.,0,61,1014,16
Privacy-9-26 23:53,20,Clear.,9,61,1013,16
Privacy-9-27 00:53,20,Clear.,6,53,1013,16
Privacy-9-27 01:53,19,Clear.,6,47,1013,16
Privacy-9-27 02:53,18,Clear.,0,52,1012,16
Privacy-9-27 03:53,18,Clear.,6,47,1012,16
Privacy-9-27 04:53,17,Clear.,6,56,1012,16
Privacy-9-27 05:53,15,Clear.,6,64,1012,16
Privacy-9-27 06:53,17,Clear.,6,62,1013,16
Privacy-9-27 07:53,17,Passing clouds.,NA,62,1013,16
Privacy-9-27 08:53,22,Passing clouds.,0,49,1013,16
Privacy-9-27 09:53,23,Sunny.,7,53,1013,16
Privacy-9-27 10:53,26,Sunny.,13,42,1013,16
Privacy-9-27 11:53,27,Sunny.,11,37,1012,16
Privacy-9-27 12:53,29,Sunny.,15,35,1012,16
Privacy-9-27 13:53,28,Passing clouds.,19,41,1011,16
Privacy-9-27 14:53,27,Passing clouds.,24,44,1011,16
Privacy-9-27 15:53,27,Sunny.,19,38,1010,16
Privacy-9-27 16:53,24,Sunny.,19,50,1010,16
Privacy-9-27 17:53,22,Sunny.,19,61,1010,16
Privacy-9-27 18:53,19,Sunny.,15,68,1010,16
Privacy-9-27 19:53,18,Clear.,17,78,1010,16
Privacy-9-27 20:53,17,Clear.,13,78,1011,16
Privacy-9-27 21:53,16,Clear.,11,86,1011,16
Privacy-9-27 22:53,16,Clear.,15,86,1011,16
Privacy-9-27 23:53,16,Clear.,11,83,1011,16
Privacy-9-28 00:53,15,Clear.,7,90,1011,16
Privacy-9-28 01:53,15,Clear.,7,87,1011,16
Privacy-9-28 02:53,14,Clear.,7,87,1011,16
Privacy-9-28 03:53,14,Clear.,6,90,1011,16
Privacy-9-28 04:53,14,Clear.,0,90,1011,16
Privacy-9-28 05:53,13,Passing clouds.,0,90,1011,16
Privacy-9-28 06:53,13,Passing clouds.,6,93,1012,16
Privacy-9-28 07:53,14,Passing clouds.,7,96,1012,16
Privacy-9-28 08:53,16,Passing clouds.,17,87,1013,16
Privacy-9-28 09:53,18,Passing clouds.,15,78,1013,16
Privacy-9-28 10:53,19,Sunny.,20,70,1013,16
Privacy-9-28 11:53,19,Passing clouds.,19,68,1013,16
Privacy-9-28 12:53,19,Passing clouds.,22,68,1012,16
Privacy-9-28 13:53,19,Passing clouds.,26,68,1012,16
Privacy-9-28 14:53,18,Passing clouds.,28,73,1012,16
Privacy-9-28 15:53,17,Passing clouds.,30,78,1012,16
Privacy-9-28 16:53,17,Passing clouds.,26,78,1012,16
Privacy-9-28 17:53,16,Passing clouds.,30,83,1012,16
Privacy-9-28 18:53,14,Partly sunny.,24,90,1013,16
Privacy-9-28 19:53,14,Low clouds.,22,90,1014,16
Privacy-9-28 20:53,14,Low clouds.,17,90,1014,16
Privacy-9-28 21:53,14,Low clouds.,11,90,1015,16
Privacy-9-28 22:53,15,Low clouds.,7,87,1015,16
Privacy-9-28 23:53,14,Low clouds.,9,90,1015,16
Privacy-9-29 00:53,14,Low clouds.,9,90,1016,16
Privacy-9-29 01:53,15,Low clouds.,9,84,1016,16
Privacy-9-29 02:53,14,Low clouds.,11,87,1016,16
Privacy-9-29 03:53,15,Overcast.,9,84,1016,16
Privacy-9-29 04:53,15,Overcast.,6,84,1016,16
Privacy-9-29 05:53,15,Overcast.,6,84,1017,16
Privacy-9-29 06:53,15,Overcast.,11,84,1017,16
Privacy-9-29 07:53,14,Overcast.,11,84,1018,14
Privacy-9-29 08:53,15,Overcast.,7,81,1018,13
Privacy-9-29 09:53,15,Overcast.,7,84,1019,16
Privacy-9-29 10:53,16,Overcast.,17,80,1019,16
Privacy-9-29 11:53,16,Partly sunny.,20,72,1019,16
Privacy-9-29 12:53,17,Passing clouds.,15,73,1019,16
Privacy-9-29 13:53,17,Passing clouds.,19,68,1019,16
Privacy-9-29 14:53,18,Passing clouds.,26,65,1018,16
Privacy-9-29 15:53,17,Passing clouds.,22,68,1018,16
Privacy-9-29 16:53,17,Passing clouds.,28,70,1018,16
Privacy-9-29 17:53,16,Passing clouds.,22,72,1018,16
Privacy-9-29 18:53,15,Passing clouds.,20,81,1018,16
Privacy-9-29 19:53,14,Passing clouds.,17,87,1018,16
Privacy-9-29 20:53,14,Passing clouds.,19,87,1019,16
Privacy-9-29 21:53,14,Mostly cloudy.,26,87,1019,16
Privacy-9-29 22:53,13,Low clouds.,26,87,1019,16
Privacy-9-29 23:53,13,Low clouds.,17,87,1020,16
Privacy-10-1 00:53,14,Passing clouds.,11,81,1020,16
Privacy-10-1 01:53,14,Passing clouds.,17,81,1020,16
Privacy-10-1 02:53,13,Passing clouds.,0,83,1020,16
Privacy-10-1 03:53,11,Passing clouds.,0,89,1020,16
Privacy-10-1 04:53,11,Passing clouds.,6,89,1020,16
Privacy-10-1 05:53,11,Passing clouds.,7,89,1020,16
Privacy-10-1 06:53,10,Passing clouds.,7,93,1020,16
Privacy-10-1 07:53,12,Passing clouds.,6,93,1021,16
Privacy-10-1 08:53,16,Passing clouds.,7,80,1021,16
Privacy-10-1 09:53,17,Passing clouds.,6,73,1021,16
Privacy-10-1 10:53,18,Passing clouds.,13,63,1021,16
Privacy-10-1 11:53,19,Passing clouds.,17,54,1020,16
Privacy-10-1 12:53,19,Sunny.,15,61,1020,16
Privacy-10-1 13:53,21,Passing clouds.,22,55,1019,16
Privacy-10-1 14:53,21,Passing clouds.,28,57,1018,16
Privacy-10-1 15:53,21,Passing clouds.,30,53,1018,16
Privacy-10-1 16:53,21,Passing clouds.,32,55,1017,16
Privacy-10-1 17:53,20,Passing clouds.,32,55,1017,16
Privacy-10-1 18:53,18,Passing clouds.,26,61,1017,16
Privacy-10-1 19:53,17,Passing clouds.,22,68,1017,16
Privacy-10-1 20:53,17,Passing clouds.,13,63,1017,16
Privacy-10-1 21:53,17,Passing clouds.,15,62,1018,16
Privacy-10-1 22:53,16,Clear.,19,67,1018,16
Privacy-10-1 23:53,16,Clear.,13,72,1018,16
Privacy-10-1 00:53,14,Passing clouds.,11,81,1020,16
Privacy-10-1 01:53,14,Passing clouds.,17,81,1020,16
Privacy-10-1 02:53,13,Passing clouds.,0,83,1020,16
Privacy-10-1 03:53,11,Passing clouds.,0,89,1020,16
Privacy-10-1 04:53,11,Passing clouds.,6,89,1020,16
Privacy-10-1 05:53,11,Passing clouds.,7,89,1020,16
Privacy-10-1 06:53,10,Passing clouds.,7,93,1020,16
Privacy-10-1 07:53,12,Passing clouds.,6,93,1021,16
Privacy-10-1 08:53,16,Passing clouds.,7,80,1021,16
Privacy-10-1 09:53,17,Passing clouds.,6,73,1021,16
Privacy-10-1 10:53,18,Passing clouds.,13,63,1021,16
Privacy-10-1 11:53,19,Passing clouds.,17,54,1020,16
Privacy-10-1 12:53,19,Sunny.,15,61,1020,16
Privacy-10-1 13:53,21,Passing clouds.,22,55,1019,16
Privacy-10-1 14:53,21,Passing clouds.,28,57,1018,16
Privacy-10-1 15:53,21,Passing clouds.,30,53,1018,16
Privacy-10-1 16:53,21,Passing clouds.,32,55,1017,16
Privacy-10-1 17:53,20,Passing clouds.,32,55,1017,16
Privacy-10-1 18:53,18,Passing clouds.,26,61,1017,16
Privacy-10-1 19:53,17,Passing clouds.,22,68,1017,16
Privacy-10-1 20:53,17,Passing clouds.,13,63,1017,16
Privacy-10-1 21:53,17,Passing clouds.,15,62,1018,16
Privacy-10-1 22:53,16,Clear.,19,67,1018,16
Privacy-10-1 23:53,16,Clear.,13,72,1018,16
Privacy-10-2 00:53,15,Clear.,13,72,1018,16
Privacy-10-2 01:53,14,Clear.,15,78,1018,16
Privacy-10-2 02:53,15,Clear.,17,78,1018,16
Privacy-10-2 03:53,14,Passing clouds.,15,84,1017,16
Privacy-10-2 04:53,14,Passing clouds.,13,90,1017,16
Privacy-10-2 05:53,14,Passing clouds.,19,90,1017,16
Privacy-10-2 06:53,14,Passing clouds.,22,90,1017,16
Privacy-10-2 07:56,16,Partly sunny.,17,83,1018,16
Privacy-10-2 08:53,16,Partly sunny.,15,78,1018,16
Privacy-10-2 09:53,17,Broken clouds.,11,75,1018,16
Privacy-10-2 11:00,18,Partly sunny.,13,66,1018,16
Privacy-10-2 11:53,19,Partly sunny.,20,63,1018,16
Privacy-10-2 13:00,20,Partly sunny.,30,65,1018,16
Privacy-10-2 13:53,19,Broken clouds.,24,63,1018,16
Privacy-10-2 14:53,20,Scattered clouds.,26,57,1018,16
Privacy-10-2 15:53,21,Scattered clouds.,33,49,1017,16
Privacy-10-2 16:53,19,Passing clouds.,35,57,1017,16
Privacy-10-2 17:53,18,Passing clouds.,39,63,1017,16
Privacy-10-2 18:53,17,Passing clouds.,24,70,1017,16
Privacy-10-2 19:53,16,Passing clouds.,22,81,1017,16
Privacy-10-2 20:53,16,Passing clouds.,19,81,1018,16
Privacy-10-2 21:53,16,Passing clouds.,30,81,1018,16
Privacy-10-2 22:53,16,Passing clouds.,22,78,1018,16
Privacy-10-2 23:53,15,Passing clouds.,17,78,1018,16
Privacy-10-3 00:53,15,Passing clouds.,13,78,1018,16
Privacy-10-3 01:53,14,Passing clouds.,11,81,1018,16
Privacy-10-3 02:53,12,Passing clouds.,0,86,1018,16
Privacy-10-3 03:53,12,Passing clouds.,6,89,1018,16
Privacy-10-3 04:53,12,Passing clouds.,7,89,1018,16
Privacy-10-3 05:53,11,Passing clouds.,6,92,1019,16
Privacy-10-3 06:53,12,Mostly cloudy.,0,89,1019,16
Privacy-10-3 07:53,13,More clouds than sun.,7,87,1020,16
Privacy-10-3 08:53,15,More clouds than sun.,19,78,1020,16
Privacy-10-3 09:53,16,Cloudy.,15,78,1020,16
Privacy-10-3 10:53,16,More clouds than sun.,13,78,1020,16
Privacy-10-3 11:53,17,Light rain. More clouds than sun.,11,67,1020,16
Privacy-10-3 12:53,17,Mostly cloudy.,13,68,1019,16
Privacy-10-3 13:53,19,Mostly cloudy.,13,56,1018,16
Privacy-10-3 14:53,18,More clouds than sun.,6,54,1018,16
Privacy-10-3 15:53,19,More clouds than sun.,15,52,1017,16
Privacy-10-3 16:53,19,Overcast.,11,54,1016,16
